left_product_id,left_product_name,right_product_id,right_product_name,support,confidence,lift
832,Hp Chargeur HP 19.5V 3.33A (4530) Bout Bleu + Câble,1091,Disque Dur SSD KingSsd 256GB,0.002,1.0,500.0
832,Hp Chargeur HP 19.5V 3.33A (4530) Bout Bleu + Câble,386,CeaMere Disque Dur Interne SSD 256GB,0.002,1.0,500.0
720,Canon Imprimante à Réservoir G2430 - G2410 - G2411 - Impression - Copi...,1091,Disque Dur SSD KingSsd 256GB,0.002,1.0,500.0
720,Canon Imprimante à Réservoir G2430 - G2410 - G2411 - Impression - Copi...,386,CeaMere Disque Dur Interne SSD 256GB,0.002,1.0,500.0
386,CeaMere Disque Dur Interne SSD 256GB,1091,Disque Dur SSD KingSsd 256GB,0.002,1.0,500.0
386,CeaMere Disque Dur Interne SSD 256GB,832,Hp Chargeur HP 19.5V 3.33A (4530) Bout Bleu + Câble,0.002,1.0,500.0
720,Canon Imprimante à Réservoir G2430 - G2410 - G2411 - Impression - Copi...,1091,Disque Dur SSD KingSsd 256GB,0.002,1.0,500.0
720,Canon Imprimante à Réservoir G2430 - G2410 - G2411 - Impression - Copi...,832,Hp Chargeur HP 19.5V 3.33A (4530) Bout Bleu + Câble,0.002,1.0,500.0
386,CeaMere Disque Dur Interne SSD 256GB,1091,Disque Dur SSD KingSsd 256GB,0.002,1.0,500.0
386,CeaMere Disque Dur Interne SSD 256GB,720,Canon Imprimante à Réservoir G2430 - G2410 - G2411 - Impression - Copi...,0.002,1.0,500.0
832,Hp Chargeur HP 19.5V 3.33A (4530) Bout Bleu + Câble,1091,Disque Dur SSD KingSsd 256GB,0.002,1.0,500.0
832,Hp Chargeur HP 19.5V 3.33A (4530) Bout Bleu + Câble,720,Canon Imprimante à Réservoir G2430 - G2410 - G2411 - Impression - Copi...,0.002,1.0,500.0
1091,Disque Dur SSD KingSsd 256GB,386,CeaMere Disque Dur Interne SSD 256GB,0.002,1.0,500.0
1091,Disque Dur SSD KingSsd 256GB,832,Hp Chargeur HP 19.5V 3.33A (4530) Bout Bleu + Câble,0.002,1.0,500.0
720,Canon Imprimante à Réservoir G2430 - G2410 - G2411 - Impression - Copi...,386,CeaMere Disque Dur Interne SSD 256GB,0.002,1.0,500.0
720,Canon Imprimante à Réservoir G2430 - G2410 - G2411 - Impression - Copi...,832,Hp Chargeur HP 19.5V 3.33A (4530) Bout Bleu + Câble,0.002,1.0,500.0
1091,Disque Dur SSD KingSsd 256GB,386,CeaMere Disque Dur Interne SSD 256GB,0.002,1.0,500.0
1091,Disque Dur SSD KingSsd 256GB,720,Canon Imprimante à Réservoir G2430 - G2410 - G2411 - Impression - Copi...,0.002,1.0,500.0
832,Hp Chargeur HP 19.5V 3.33A (4530) Bout Bleu + Câble,386,CeaMere Disque Dur Interne SSD 256GB,0.002,1.0,500.0
832,Hp Chargeur HP 19.5V 3.33A (4530) Bout Bleu + Câble,720,Canon Imprimante à Réservoir G2430 - G2410 - G2411 - Impression - Copi...,0.002,1.0,500.0
1091,Disque Dur SSD KingSsd 256GB,832,Hp Chargeur HP 19.5V 3.33A (4530) Bout Bleu + Câble,0.002,1.0,500.0
1091,Disque Dur SSD KingSsd 256GB,720,Canon Imprimante à Réservoir G2430 - G2410 - G2411 - Impression - Copi...,0.002,1.0,500.0
386,CeaMere Disque Dur Interne SSD 256GB,832,Hp Chargeur HP 19.5V 3.33A (4530) Bout Bleu + Câble,0.002,1.0,500.0
386,CeaMere Disque Dur Interne SSD 256GB,720,Canon Imprimante à Réservoir G2430 - G2410 - G2411 - Impression - Copi...,0.002,1.0,500.0
420,Webcam USB 2K 1080P transparente avec microphones pour visioconférence...,1195,Mousse De Nettoyage Handboss Universal Foam Cleaning,0.002,1.0,500.0
420,Webcam USB 2K 1080P transparente avec microphones pour visioconférence...,533,Canon Imprimante TS3440 / TS3340 - Multifonctions - Wifi - Couleur.,0.002,1.0,500.0
420,Webcam USB 2K 1080P transparente avec microphones pour visioconférence...,755,Hp Flash Disk USB 2.0 V318 16 GB - Argent,0.002,1.0,500.0
970,Câbles USB Type-C NB-CF02,371,Canon Imprimante TS3440 / TS3340 - Multifonctions - Wifi - Couleur,0.002,1.0,500.0
970,Câbles USB Type-C NB-CF02,1077,CeaMere SSD 512Gb M2 Nvme Haute Vitesse,0.002,1.0,500.0
824,Lenvii F510 - Scanner Code-barres 2D - Noir,371,Canon Imprimante TS3440 / TS3340 - Multifonctions - Wifi - Couleur,0.002,1.0,500.0
824,Lenvii F510 - Scanner Code-barres 2D - Noir,1077,CeaMere SSD 512Gb M2 Nvme Haute Vitesse,0.002,1.0,500.0
371,Canon Imprimante TS3440 / TS3340 - Multifonctions - Wifi - Couleur,970,Câbles USB Type-C NB-CF02,0.002,1.0,500.0
371,Canon Imprimante TS3440 / TS3340 - Multifonctions - Wifi - Couleur,1077,CeaMere SSD 512Gb M2 Nvme Haute Vitesse,0.002,1.0,500.0
824,Lenvii F510 - Scanner Code-barres 2D - Noir,970,Câbles USB Type-C NB-CF02,0.002,1.0,500.0
824,Lenvii F510 - Scanner Code-barres 2D - Noir,1077,CeaMere SSD 512Gb M2 Nvme Haute Vitesse,0.002,1.0,500.0
317,Télécommande Air Mouse Et Clavier,220,"Souris Laser Sans Fil 4.0 Ultra-mince Et Silencieuse, Adaptée Aux Ordi...",0.002,1.0,500.0
317,Télécommande Air Mouse Et Clavier,371,Canon Imprimante TS3440 / TS3340 - Multifonctions - Wifi - Couleur,0.002,1.0,500.0
317,Télécommande Air Mouse Et Clavier,381,Casque Bluetooth Multi-Fonction P47 - Blanc,0.002,1.0,500.0
371,Canon Imprimante TS3440 / TS3340 - Multifonctions - Wifi - Couleur,220,"Souris Laser Sans Fil 4.0 Ultra-mince Et Silencieuse, Adaptée Aux Ordi...",0.002,1.0,500.0
371,Canon Imprimante TS3440 / TS3340 - Multifonctions - Wifi - Couleur,381,Casque Bluetooth Multi-Fonction P47 - Blanc,0.002,1.0,500.0
317,Télécommande Air Mouse Et Clavier,220,"Souris Laser Sans Fil 4.0 Ultra-mince Et Silencieuse, Adaptée Aux Ordi...",0.002,1.0,500.0
317,Télécommande Air Mouse Et Clavier,381,Casque Bluetooth Multi-Fonction P47 - Blanc,0.002,1.0,500.0
37,Canon Imprimante -All In One - PIXMA -MG2540S / MG2541S- Copy - Scan -...,627,Clé USB 32Go Haute Vitesse - King Usb,0.002,1.0,500.0
37,Canon Imprimante -All In One - PIXMA -MG2540S / MG2541S- Copy - Scan -...,490,Hp Cartouche D'encre 953 - Magenta,0.002,1.0,500.0
604,"Casque Bluetooth Sans Fil, Grand Casque, Bon Marché",627,Clé USB 32Go Haute Vitesse - King Usb,0.002,1.0,500.0
604,"Casque Bluetooth Sans Fil, Grand Casque, Bon Marché",490,Hp Cartouche D'encre 953 - Magenta,0.002,1.0,500.0
37,Canon Imprimante -All In One - PIXMA -MG2540S / MG2541S- Copy - Scan -...,604,"Casque Bluetooth Sans Fil, Grand Casque, Bon Marché",0.002,1.0,500.0
37,Canon Imprimante -All In One - PIXMA -MG2540S / MG2541S- Copy - Scan -...,490,Hp Cartouche D'encre 953 - Magenta,0.002,1.0,500.0
627,Clé USB 32Go Haute Vitesse - King Usb,604,"Casque Bluetooth Sans Fil, Grand Casque, Bon Marché",0.002,1.0,500.0
627,Clé USB 32Go Haute Vitesse - King Usb,490,Hp Cartouche D'encre 953 - Magenta,0.002,1.0,500.0
627,Clé USB 32Go Haute Vitesse - King Usb,37,Canon Imprimante -All In One - PIXMA -MG2540S / MG2541S- Copy - Scan -...,0.002,1.0,500.0
604,"Casque Bluetooth Sans Fil, Grand Casque, Bon Marché",37,Canon Imprimante -All In One - PIXMA -MG2540S / MG2541S- Copy - Scan -...,0.002,1.0,500.0
490,Hp Cartouche D'encre 953 - Magenta,37,Canon Imprimante -All In One - PIXMA -MG2540S / MG2541S- Copy - Scan -...,0.002,1.0,500.0
37,Canon Imprimante -All In One - PIXMA -MG2540S / MG2541S- Copy - Scan -...,490,Hp Cartouche D'encre 953 - Magenta,0.002,1.0,500.0
627,Clé USB 32Go Haute Vitesse - King Usb,490,Hp Cartouche D'encre 953 - Magenta,0.002,1.0,500.0
604,"Casque Bluetooth Sans Fil, Grand Casque, Bon Marché",490,Hp Cartouche D'encre 953 - Magenta,0.002,1.0,500.0
585,Canon Cartouche D'encre Pixma 446 Couleur LOT 2 PICES Orginal,1226,Lenovo Chargeur Lenovo - Petit Bout 20V 2.25A,0.002,1.0,500.0
585,Canon Cartouche D'encre Pixma 446 Couleur LOT 2 PICES Orginal,388,Kaspersky Plus 2024 4 Postes - 4 PC - 1 An - (Anciennement Internet Se...,0.002,1.0,500.0
908,Epson Bouteille D'encre Epson 103 Noir Bleu Rouge Jaune 4 X 65ml,1226,Lenovo Chargeur Lenovo - Petit Bout 20V 2.25A,0.002,1.0,500.0
908,Epson Bouteille D'encre Epson 103 Noir Bleu Rouge Jaune 4 X 65ml,388,Kaspersky Plus 2024 4 Postes - 4 PC - 1 An - (Anciennement Internet Se...,0.002,1.0,500.0
388,Kaspersky Plus 2024 4 Postes - 4 PC - 1 An - (Anciennement Internet Se...,1226,Lenovo Chargeur Lenovo - Petit Bout 20V 2.25A,0.002,1.0,500.0
388,Kaspersky Plus 2024 4 Postes - 4 PC - 1 An - (Anciennement Internet Se...,908,Epson Bouteille D'encre Epson 103 Noir Bleu Rouge Jaune 4 X 65ml,0.002,1.0,500.0
585,Canon Cartouche D'encre Pixma 446 Couleur LOT 2 PICES Orginal,1226,Lenovo Chargeur Lenovo - Petit Bout 20V 2.25A,0.002,1.0,500.0
585,Canon Cartouche D'encre Pixma 446 Couleur LOT 2 PICES Orginal,908,Epson Bouteille D'encre Epson 103 Noir Bleu Rouge Jaune 4 X 65ml,0.002,1.0,500.0
388,Kaspersky Plus 2024 4 Postes - 4 PC - 1 An - (Anciennement Internet Se...,1226,Lenovo Chargeur Lenovo - Petit Bout 20V 2.25A,0.002,1.0,500.0
388,Kaspersky Plus 2024 4 Postes - 4 PC - 1 An - (Anciennement Internet Se...,585,Canon Cartouche D'encre Pixma 446 Couleur LOT 2 PICES Orginal,0.002,1.0,500.0
908,Epson Bouteille D'encre Epson 103 Noir Bleu Rouge Jaune 4 X 65ml,1226,Lenovo Chargeur Lenovo - Petit Bout 20V 2.25A,0.002,1.0,500.0
908,Epson Bouteille D'encre Epson 103 Noir Bleu Rouge Jaune 4 X 65ml,585,Canon Cartouche D'encre Pixma 446 Couleur LOT 2 PICES Orginal,0.002,1.0,500.0
1226,Lenovo Chargeur Lenovo - Petit Bout 20V 2.25A,388,Kaspersky Plus 2024 4 Postes - 4 PC - 1 An - (Anciennement Internet Se...,0.002,1.0,500.0
1226,Lenovo Chargeur Lenovo - Petit Bout 20V 2.25A,908,Epson Bouteille D'encre Epson 103 Noir Bleu Rouge Jaune 4 X 65ml,0.002,1.0,500.0
585,Canon Cartouche D'encre Pixma 446 Couleur LOT 2 PICES Orginal,388,Kaspersky Plus 2024 4 Postes - 4 PC - 1 An - (Anciennement Internet Se...,0.002,1.0,500.0
585,Canon Cartouche D'encre Pixma 446 Couleur LOT 2 PICES Orginal,908,Epson Bouteille D'encre Epson 103 Noir Bleu Rouge Jaune 4 X 65ml,0.002,1.0,500.0
1226,Lenovo Chargeur Lenovo - Petit Bout 20V 2.25A,388,Kaspersky Plus 2024 4 Postes - 4 PC - 1 An - (Anciennement Internet Se...,0.002,1.0,500.0
1226,Lenovo Chargeur Lenovo - Petit Bout 20V 2.25A,585,Canon Cartouche D'encre Pixma 446 Couleur LOT 2 PICES Orginal,0.002,1.0,500.0
908,Epson Bouteille D'encre Epson 103 Noir Bleu Rouge Jaune 4 X 65ml,388,Kaspersky Plus 2024 4 Postes - 4 PC - 1 An - (Anciennement Internet Se...,0.002,1.0,500.0
908,Epson Bouteille D'encre Epson 103 Noir Bleu Rouge Jaune 4 X 65ml,585,Canon Cartouche D'encre Pixma 446 Couleur LOT 2 PICES Orginal,0.002,1.0,500.0
1226,Lenovo Chargeur Lenovo - Petit Bout 20V 2.25A,585,Canon Cartouche D'encre Pixma 446 Couleur LOT 2 PICES Orginal,0.002,1.0,500.0
1226,Lenovo Chargeur Lenovo - Petit Bout 20V 2.25A,908,Epson Bouteille D'encre Epson 103 Noir Bleu Rouge Jaune 4 X 65ml,0.002,1.0,500.0
388,Kaspersky Plus 2024 4 Postes - 4 PC - 1 An - (Anciennement Internet Se...,585,Canon Cartouche D'encre Pixma 446 Couleur LOT 2 PICES Orginal,0.002,1.0,500.0
388,Kaspersky Plus 2024 4 Postes - 4 PC - 1 An - (Anciennement Internet Se...,908,Epson Bouteille D'encre Epson 103 Noir Bleu Rouge Jaune 4 X 65ml,0.002,1.0,500.0
184,Souris éclairée Bluetooth Sans Fil Rechargeable-noir,398,Canon Cartouche D'encre 445 Noir + 446 Couleur,0.002,1.0,500.0
184,Souris éclairée Bluetooth Sans Fil Rechargeable-noir,228,"Hp Chargeur Compatible PC 19,5V 2.31A (4530) Bout Bleu + Câble",0.002,1.0,500.0
184,Souris éclairée Bluetooth Sans Fil Rechargeable-noir,34,Support Pour Ordinateur Portable En Plastique - Argent,0.002,1.0,500.0
184,Souris éclairée Bluetooth Sans Fil Rechargeable-noir,398,Canon Cartouche D'encre 445 Noir + 446 Couleur,0.002,1.0,500.0
184,Souris éclairée Bluetooth Sans Fil Rechargeable-noir,228,"Hp Chargeur Compatible PC 19,5V 2.31A (4530) Bout Bleu + Câble",0.002,1.0,500.0
34,Support Pour Ordinateur Portable En Plastique - Argent,398,Canon Cartouche D'encre 445 Noir + 446 Couleur,0.002,1.0,500.0
34,Support Pour Ordinateur Portable En Plastique - Argent,228,"Hp Chargeur Compatible PC 19,5V 2.31A (4530) Bout Bleu + Câble",0.002,1.0,500.0
228,"Hp Chargeur Compatible PC 19,5V 2.31A (4530) Bout Bleu + Câble",398,Canon Cartouche D'encre 445 Noir + 446 Couleur,0.002,1.0,500.0
228,"Hp Chargeur Compatible PC 19,5V 2.31A (4530) Bout Bleu + Câble",184,Souris éclairée Bluetooth Sans Fil Rechargeable-noir,0.002,1.0,500.0
34,Support Pour Ordinateur Portable En Plastique - Argent,398,Canon Cartouche D'encre 445 Noir + 446 Couleur,0.002,1.0,500.0
34,Support Pour Ordinateur Portable En Plastique - Argent,184,Souris éclairée Bluetooth Sans Fil Rechargeable-noir,0.002,1.0,500.0
184,Souris éclairée Bluetooth Sans Fil Rechargeable-noir,398,Canon Cartouche D'encre 445 Noir + 446 Couleur,0.002,1.0,500.0
184,Souris éclairée Bluetooth Sans Fil Rechargeable-noir,34,Support Pour Ordinateur Portable En Plastique - Argent,0.002,1.0,500.0
228,"Hp Chargeur Compatible PC 19,5V 2.31A (4530) Bout Bleu + Câble",398,Canon Cartouche D'encre 445 Noir + 446 Couleur,0.002,1.0,500.0
228,"Hp Chargeur Compatible PC 19,5V 2.31A (4530) Bout Bleu + Câble",34,Support Pour Ordinateur Portable En Plastique - Argent,0.002,1.0,500.0
398,Canon Cartouche D'encre 445 Noir + 446 Couleur,184,Souris éclairée Bluetooth Sans Fil Rechargeable-noir,0.002,1.0,500.0
398,Canon Cartouche D'encre 445 Noir + 446 Couleur,228,"Hp Chargeur Compatible PC 19,5V 2.31A (4530) Bout Bleu + Câble",0.002,1.0,500.0
34,Support Pour Ordinateur Portable En Plastique - Argent,184,Souris éclairée Bluetooth Sans Fil Rechargeable-noir,0.002,1.0,500.0
34,Support Pour Ordinateur Portable En Plastique - Argent,228,"Hp Chargeur Compatible PC 19,5V 2.31A (4530) Bout Bleu + Câble",0.002,1.0,500.0
37,Canon Imprimante -All In One - PIXMA -MG2540S / MG2541S- Copy - Scan -...,627,Clé USB 32Go Haute Vitesse - King Usb,0.002,1.0,500.0
37,Canon Imprimante -All In One - PIXMA -MG2540S / MG2541S- Copy - Scan -...,604,"Casque Bluetooth Sans Fil, Grand Casque, Bon Marché",0.002,1.0,500.0
490,Hp Cartouche D'encre 953 - Magenta,627,Clé USB 32Go Haute Vitesse - King Usb,0.002,1.0,500.0
490,Hp Cartouche D'encre 953 - Magenta,604,"Casque Bluetooth Sans Fil, Grand Casque, Bon Marché",0.002,1.0,500.0
627,Clé USB 32Go Haute Vitesse - King Usb,37,Canon Imprimante -All In One - PIXMA -MG2540S / MG2541S- Copy - Scan -...,0.002,1.0,500.0
627,Clé USB 32Go Haute Vitesse - King Usb,490,Hp Cartouche D'encre 953 - Magenta,0.002,1.0,500.0
604,"Casque Bluetooth Sans Fil, Grand Casque, Bon Marché",37,Canon Imprimante -All In One - PIXMA -MG2540S / MG2541S- Copy - Scan -...,0.002,1.0,500.0
604,"Casque Bluetooth Sans Fil, Grand Casque, Bon Marché",490,Hp Cartouche D'encre 953 - Magenta,0.002,1.0,500.0
627,Clé USB 32Go Haute Vitesse - King Usb,37,Canon Imprimante -All In One - PIXMA -MG2540S / MG2541S- Copy - Scan -...,0.002,1.0,500.0
627,Clé USB 32Go Haute Vitesse - King Usb,604,"Casque Bluetooth Sans Fil, Grand Casque, Bon Marché",0.002,1.0,500.0
490,Hp Cartouche D'encre 953 - Magenta,37,Canon Imprimante -All In One - PIXMA -MG2540S / MG2541S- Copy - Scan -...,0.002,1.0,500.0
490,Hp Cartouche D'encre 953 - Magenta,604,"Casque Bluetooth Sans Fil, Grand Casque, Bon Marché",0.002,1.0,500.0
560,Canon Imprimante Multifonction Couleur - G3410 / 3411 / 3416 - Grande ...,1006,KingSsd Disque Dur Ssd 512Gb,0.002,1.0,500.0
560,Canon Imprimante Multifonction Couleur - G3410 / 3411 / 3416 - Grande ...,328,Hp Laptop 15-fq - Intel Celeron - 4GB RAM - 512GB SSD - Dual Core - Éc...,0.002,1.0,500.0
911,Ola Cartouche D'encre Toner Compatible 19A Tambour D'Imagerie Laserjet...,1006,KingSsd Disque Dur Ssd 512Gb,0.002,1.0,500.0
911,Ola Cartouche D'encre Toner Compatible 19A Tambour D'Imagerie Laserjet...,328,Hp Laptop 15-fq - Intel Celeron - 4GB RAM - 512GB SSD - Dual Core - Éc...,0.002,1.0,500.0
371,Canon Imprimante TS3440 / TS3340 - Multifonctions - Wifi - Couleur,220,"Souris Laser Sans Fil 4.0 Ultra-mince Et Silencieuse, Adaptée Aux Ordi...",0.002,1.0,500.0
371,Canon Imprimante TS3440 / TS3340 - Multifonctions - Wifi - Couleur,317,Télécommande Air Mouse Et Clavier,0.002,1.0,500.0
381,Casque Bluetooth Multi-Fonction P47 - Blanc,220,"Souris Laser Sans Fil 4.0 Ultra-mince Et Silencieuse, Adaptée Aux Ordi...",0.002,1.0,500.0
381,Casque Bluetooth Multi-Fonction P47 - Blanc,317,Télécommande Air Mouse Et Clavier,0.002,1.0,500.0
220,"Souris Laser Sans Fil 4.0 Ultra-mince Et Silencieuse, Adaptée Aux Ordi...",371,Canon Imprimante TS3440 / TS3340 - Multifonctions - Wifi - Couleur,0.002,1.0,500.0
220,"Souris Laser Sans Fil 4.0 Ultra-mince Et Silencieuse, Adaptée Aux Ordi...",381,Casque Bluetooth Multi-Fonction P47 - Blanc,0.002,1.0,500.0
317,Télécommande Air Mouse Et Clavier,371,Canon Imprimante TS3440 / TS3340 - Multifonctions - Wifi - Couleur,0.002,1.0,500.0
317,Télécommande Air Mouse Et Clavier,381,Casque Bluetooth Multi-Fonction P47 - Blanc,0.002,1.0,500.0
220,"Souris Laser Sans Fil 4.0 Ultra-mince Et Silencieuse, Adaptée Aux Ordi...",371,Canon Imprimante TS3440 / TS3340 - Multifonctions - Wifi - Couleur,0.002,1.0,500.0
220,"Souris Laser Sans Fil 4.0 Ultra-mince Et Silencieuse, Adaptée Aux Ordi...",317,Télécommande Air Mouse Et Clavier,0.002,1.0,500.0
381,Casque Bluetooth Multi-Fonction P47 - Blanc,371,Canon Imprimante TS3440 / TS3340 - Multifonctions - Wifi - Couleur,0.002,1.0,500.0
381,Casque Bluetooth Multi-Fonction P47 - Blanc,317,Télécommande Air Mouse Et Clavier,0.002,1.0,500.0
220,"Souris Laser Sans Fil 4.0 Ultra-mince Et Silencieuse, Adaptée Aux Ordi...",317,Télécommande Air Mouse Et Clavier,0.002,1.0,500.0
371,Canon Imprimante TS3440 / TS3340 - Multifonctions - Wifi - Couleur,317,Télécommande Air Mouse Et Clavier,0.002,1.0,500.0
381,Casque Bluetooth Multi-Fonction P47 - Blanc,317,Télécommande Air Mouse Et Clavier,0.002,1.0,500.0
911,Ola Cartouche D'encre Toner Compatible 19A Tambour D'Imagerie Laserjet...,1006,KingSsd Disque Dur Ssd 512Gb,0.002,1.0,500.0
911,Ola Cartouche D'encre Toner Compatible 19A Tambour D'Imagerie Laserjet...,560,Canon Imprimante Multifonction Couleur - G3410 / 3411 / 3416 - Grande ...,0.002,1.0,500.0
911,Ola Cartouche D'encre Toner Compatible 19A Tambour D'Imagerie Laserjet...,328,Hp Laptop 15-fq - Intel Celeron - 4GB RAM - 512GB SSD - Dual Core - Éc...,0.002,1.0,500.0
328,Hp Laptop 15-fq - Intel Celeron - 4GB RAM - 512GB SSD - Dual Core - Éc...,1006,KingSsd Disque Dur Ssd 512Gb,0.002,1.0,500.0
328,Hp Laptop 15-fq - Intel Celeron - 4GB RAM - 512GB SSD - Dual Core - Éc...,560,Canon Imprimante Multifonction Couleur - G3410 / 3411 / 3416 - Grande ...,0.002,1.0,500.0
911,Ola Cartouche D'encre Toner Compatible 19A Tambour D'Imagerie Laserjet...,1006,KingSsd Disque Dur Ssd 512Gb,0.002,1.0,500.0
911,Ola Cartouche D'encre Toner Compatible 19A Tambour D'Imagerie Laserjet...,560,Canon Imprimante Multifonction Couleur - G3410 / 3411 / 3416 - Grande ...,0.002,1.0,500.0
560,Canon Imprimante Multifonction Couleur - G3410 / 3411 / 3416 - Grande ...,1006,KingSsd Disque Dur Ssd 512Gb,0.002,1.0,500.0
560,Canon Imprimante Multifonction Couleur - G3410 / 3411 / 3416 - Grande ...,911,Ola Cartouche D'encre Toner Compatible 19A Tambour D'Imagerie Laserjet...,0.002,1.0,500.0
328,Hp Laptop 15-fq - Intel Celeron - 4GB RAM - 512GB SSD - Dual Core - Éc...,1006,KingSsd Disque Dur Ssd 512Gb,0.002,1.0,500.0
328,Hp Laptop 15-fq - Intel Celeron - 4GB RAM - 512GB SSD - Dual Core - Éc...,911,Ola Cartouche D'encre Toner Compatible 19A Tambour D'Imagerie Laserjet...,0.002,1.0,500.0
604,"Casque Bluetooth Sans Fil, Grand Casque, Bon Marché",37,Canon Imprimante -All In One - PIXMA -MG2540S / MG2541S- Copy - Scan -...,0.002,1.0,500.0
604,"Casque Bluetooth Sans Fil, Grand Casque, Bon Marché",627,Clé USB 32Go Haute Vitesse - King Usb,0.002,1.0,500.0
490,Hp Cartouche D'encre 953 - Magenta,37,Canon Imprimante -All In One - PIXMA -MG2540S / MG2541S- Copy - Scan -...,0.002,1.0,500.0
490,Hp Cartouche D'encre 953 - Magenta,627,Clé USB 32Go Haute Vitesse - King Usb,0.002,1.0,500.0
1006,KingSsd Disque Dur Ssd 512Gb,560,Canon Imprimante Multifonction Couleur - G3410 / 3411 / 3416 - Grande ...,0.002,1.0,500.0
1006,KingSsd Disque Dur Ssd 512Gb,328,Hp Laptop 15-fq - Intel Celeron - 4GB RAM - 512GB SSD - Dual Core - Éc...,0.002,1.0,500.0
911,Ola Cartouche D'encre Toner Compatible 19A Tambour D'Imagerie Laserjet...,560,Canon Imprimante Multifonction Couleur - G3410 / 3411 / 3416 - Grande ...,0.002,1.0,500.0
911,Ola Cartouche D'encre Toner Compatible 19A Tambour D'Imagerie Laserjet...,328,Hp Laptop 15-fq - Intel Celeron - 4GB RAM - 512GB SSD - Dual Core - Éc...,0.002,1.0,500.0
1006,KingSsd Disque Dur Ssd 512Gb,560,Canon Imprimante Multifonction Couleur - G3410 / 3411 / 3416 - Grande ...,0.002,1.0,500.0
1006,KingSsd Disque Dur Ssd 512Gb,911,Ola Cartouche D'encre Toner Compatible 19A Tambour D'Imagerie Laserjet...,0.002,1.0,500.0
328,Hp Laptop 15-fq - Intel Celeron - 4GB RAM - 512GB SSD - Dual Core - Éc...,560,Canon Imprimante Multifonction Couleur - G3410 / 3411 / 3416 - Grande ...,0.002,1.0,500.0
328,Hp Laptop 15-fq - Intel Celeron - 4GB RAM - 512GB SSD - Dual Core - Éc...,911,Ola Cartouche D'encre Toner Compatible 19A Tambour D'Imagerie Laserjet...,0.002,1.0,500.0
1006,KingSsd Disque Dur Ssd 512Gb,328,Hp Laptop 15-fq - Intel Celeron - 4GB RAM - 512GB SSD - Dual Core - Éc...,0.002,1.0,500.0
1006,KingSsd Disque Dur Ssd 512Gb,911,Ola Cartouche D'encre Toner Compatible 19A Tambour D'Imagerie Laserjet...,0.002,1.0,500.0
560,Canon Imprimante Multifonction Couleur - G3410 / 3411 / 3416 - Grande ...,328,Hp Laptop 15-fq - Intel Celeron - 4GB RAM - 512GB SSD - Dual Core - Éc...,0.002,1.0,500.0
560,Canon Imprimante Multifonction Couleur - G3410 / 3411 / 3416 - Grande ...,911,Ola Cartouche D'encre Toner Compatible 19A Tambour D'Imagerie Laserjet...,0.002,1.0,500.0
1006,KingSsd Disque Dur Ssd 512Gb,911,Ola Cartouche D'encre Toner Compatible 19A Tambour D'Imagerie Laserjet...,0.002,1.0,500.0
560,Canon Imprimante Multifonction Couleur - G3410 / 3411 / 3416 - Grande ...,911,Ola Cartouche D'encre Toner Compatible 19A Tambour D'Imagerie Laserjet...,0.002,1.0,500.0
328,Hp Laptop 15-fq - Intel Celeron - 4GB RAM - 512GB SSD - Dual Core - Éc...,911,Ola Cartouche D'encre Toner Compatible 19A Tambour D'Imagerie Laserjet...,0.002,1.0,500.0
490,Hp Cartouche D'encre 953 - Magenta,37,Canon Imprimante -All In One - PIXMA -MG2540S / MG2541S- Copy - Scan -...,0.002,1.0,500.0
490,Hp Cartouche D'encre 953 - Magenta,627,Clé USB 32Go Haute Vitesse - King Usb,0.002,1.0,500.0
490,Hp Cartouche D'encre 953 - Magenta,604,"Casque Bluetooth Sans Fil, Grand Casque, Bon Marché",0.002,1.0,500.0
37,Canon Imprimante -All In One - PIXMA -MG2540S / MG2541S- Copy - Scan -...,627,Clé USB 32Go Haute Vitesse - King Usb,0.002,1.0,500.0
37,Canon Imprimante -All In One - PIXMA -MG2540S / MG2541S- Copy - Scan -...,604,"Casque Bluetooth Sans Fil, Grand Casque, Bon Marché",0.002,1.0,500.0
37,Canon Imprimante -All In One - PIXMA -MG2540S / MG2541S- Copy - Scan -...,490,Hp Cartouche D'encre 953 - Magenta,0.002,1.0,500.0
1148,"Câble HDMI - 1,5 Mètres - Noir/Rouge",266,"Clavier BT Sans Fil 10"" à Lumière Mixte",0.002,1.0,500.0
1148,"Câble HDMI - 1,5 Mètres - Noir/Rouge",269,TP-Link Switch 8 Ports -1008A/1008C,0.002,1.0,500.0
352,SanDisk Clé USB 32 GB - Cruzer Blade,266,"Clavier BT Sans Fil 10"" à Lumière Mixte",0.002,1.0,500.0
352,SanDisk Clé USB 32 GB - Cruzer Blade,269,TP-Link Switch 8 Ports -1008A/1008C,0.002,1.0,500.0
269,TP-Link Switch 8 Ports -1008A/1008C,1148,"Câble HDMI - 1,5 Mètres - Noir/Rouge",0.002,1.0,500.0
269,TP-Link Switch 8 Ports -1008A/1008C,266,"Clavier BT Sans Fil 10"" à Lumière Mixte",0.002,1.0,500.0
352,SanDisk Clé USB 32 GB - Cruzer Blade,1148,"Câble HDMI - 1,5 Mètres - Noir/Rouge",0.002,1.0,500.0
352,SanDisk Clé USB 32 GB - Cruzer Blade,266,"Clavier BT Sans Fil 10"" à Lumière Mixte",0.002,1.0,500.0
